family_id	tandemx_array_bp	selected_annotation_overlap_bp	selected_annotation_fraction_of_array	best_annotation_class	best_annotation_overlap_bp	overlap_class_count	warning
TXF001334	88	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001336	141	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001337	145	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001338	82	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001339	166	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001340	112	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001341	91	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001342	158	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001343	131	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001344	99	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001345	484	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001346	88	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001347	125	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001348	70	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001349	108	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001350	79	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001351	86	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001352	83	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001353	161	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001354	50	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001355	150	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001356	137	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001357	114	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001358	150	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001359	96	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001360	155	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001361	114	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001362	72	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001363	76	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001364	97	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001365	84	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001366	112	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001367	57	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001368	68	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001369	147	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001370	146	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001371	123	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001372	138	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001373	72	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001374	85	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001375	136	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001376	97	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001377	136	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001378	134	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001379	76	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001380	133	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001381	318	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001382	187	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001383	269	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001384	110	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001385	175	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001386	57	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001387	87	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001388	102	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001389	92	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001390	114	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001391	60	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001392	125	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001393	117	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001394	56	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001396	90	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001397	463	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001398	90	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001399	89	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001400	173	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001401	95	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001402	64	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001403	99	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001404	126	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001405	96	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001407	124	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001408	83	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001409	117	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001410	114	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001411	118	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001413	59	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001414	122	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001415	107	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001416	108	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001417	73	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001418	53	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001419	102	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001420	62	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001421	93	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001423	110	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001424	97	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001425	55	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001426	163	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001427	115	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001428	59	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001430	87	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001431	82	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001432	50	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001433	92	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001434	89	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001435	232	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001436	97	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001437	111	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001438	110	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001439	75	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001440	110	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001442	335	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001443	78	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001444	48	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001446	154	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001447	84	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001448	61	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001449	109	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001450	50	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001451	101	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001452	108	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001453	108	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001454	52	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001455	62	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001456	58	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001457	59	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001458	103	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001459	44	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001460	69	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001461	48	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001462	62	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001464	83	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001465	50	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001466	62	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001467	81	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001468	59	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001469	69	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001470	412	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001471	49	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001472	80	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001473	102	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001474	92	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001475	63	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001476	53	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001477	95	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001478	78	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001479	92	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001480	65	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001481	91	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001482	89	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001483	84	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001484	85	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001485	90	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001486	86	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001487	48	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001488	78	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001489	53	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001490	91	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001491	76	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001492	72	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001493	93	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001494	96	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001495	499	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001496	91	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001497	92	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001499	88	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001500	72	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001501	68	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001502	82	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001503	87	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001504	78	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001505	97	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001506	72	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001507	55	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001508	65	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001509	45	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001510	52	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001511	86	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001512	64	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001513	46	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001514	45	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001515	188	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001517	27167	27135	0.9988221003423271	centromere	27135	1	
TXF001518	4015	3998	0.9957658779576588	centromere	3998	1	
TXF001519	88343	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001520	5140	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001521	3369	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001522	5444	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001524	794	792	0.9974811083123426	centromere	792	1	
TXF001526	1588	1426	0.8979848866498741	telomere	810	2	
TXF001528	409	286	0.6992665036674817	telomere	178	2	
TXF001529	1495	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001530	1492	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001532	1392	1257	0.9030172413793104	centromere	723	2	
TXF001534	912	775	0.8497807017543859	centromere	482	2	
TXF001536	772	750	0.9715025906735751	centromere	534	2	
TXF001538	2492	2441	0.9795345104333868	centromere	2441	1	
TXF001539	1768	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001540	530	450	0.8490566037735849	centromere	245	2	
TXF001541	2152	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001543	17279	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001546	2790	2790	1.0	centromere	2790	1	
TXF001547	1367	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001548	1508	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001550	17199	17199	1.0	centromere	17199	1	
TXF001551	391	391	1.0	centromere	391	1	
TXF001552	2716	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001553	597	597	1.0	centromere	597	1	
TXF001554	2366	2197	0.9285714285714286	telomere	1121	2	
TXF001555	3033	2721	0.897131552917903	telomere	1672	2	
TXF001556	650	452	0.6953846153846154	telomere	356	2	
TXF001558	427	378	0.8852459016393442	centromere	249	2	
TXF001560	1213	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001561	1608	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001562	453	389	0.8587196467991169	centromere	210	2	
TXF001563	2038	1639	0.8042198233562315	centromere	989	2	
TXF001564	1725	1551	0.8991304347826087	centromere	963	2	
TXF001565	2227	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001566	878	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001567	2044	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001568	799	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001569	929	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001570	873	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001571	1456	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001572	1174	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001573	1531	1392	0.9092096668843893	centromere	782	2	
TXF001574	433	386	0.8914549653579676	centromere	262	2	
TXF001575	1426	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001576	1392	1212	0.8706896551724138	centromere	624	2	
TXF001577	2155	2151	0.9981438515081207	centromere	2151	1	
TXF001578	724	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001579	2554	2553	0.9996084573218481	centromere	2553	1	
TXF001580	3003	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001581	466	423	0.907725321888412	centromere	230	2	
TXF001583	582	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001584	1261	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001585	452	409	0.9048672566371682	centromere	243	2	
TXF001586	847	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001587	1088	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001588	736	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001589	791	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001590	883	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001591	3837	3362	0.876205368777691	centromere	2442	2	
TXF001592	1065	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001593	2555	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001594	1034	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001595	1655	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001596	1197	1070	0.8939014202172096	centromere	584	2	
TXF001597	3256	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001598	2497	2333	0.934321185422507	centromere	1783	2	
TXF001599	964	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001600	742	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001601	1526	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001602	1548	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001603	608	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001604	971	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001605	409	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001606	1037	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001607	664	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001608	250	246	0.984	centromere	246	1	
TXF001609	637	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001610	682	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001611	501	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001612	684	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001613	677	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001614	528	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001615	658	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001616	600	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001617	997	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001618	621	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001619	1894	1213	0.6404435058078142	telomere	1213	1	
TXF001620	23930	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001622	584	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001623	3972	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001624	609	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001625	589	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001626	458	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001627	1360	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001628	766	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001629	508	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001631	871	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001632	966	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001633	504	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001634	899	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001635	565	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001636	502	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001637	238	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001638	530	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001639	539	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001640	1992	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001641	295	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001642	700	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001643	522	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001644	786	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001645	520	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001646	518	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001647	490	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001648	1217	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001649	420	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001650	497	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001651	229	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001654	123	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001655	3411	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001656	432	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001657	238	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001658	210	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001659	347	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001660	606	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001661	389	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001662	1273	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001663	115	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001664	1358	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001665	587	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001666	395	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001667	667	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001668	365	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001671	1387	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001672	469	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001673	208	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001674	407	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001675	208	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001676	576	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001677	247	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001678	123	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001679	142	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001680	1701	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001681	893	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001682	187	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001683	287	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001684	384	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001685	250	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001686	384	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001687	422	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001688	232	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001689	482	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001690	199	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001691	434	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001692	298	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001693	314	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001694	2653	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001695	314	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001696	296	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001697	174	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001698	195	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001699	288	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001700	172	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001701	860	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001702	711	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001703	169	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001704	540	540	1.0	centromere	540	1	
TXF001705	100	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001706	169	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001707	342	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001708	320	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001709	164	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001710	173	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001711	269	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001712	343	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001713	64	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001714	107	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001715	771	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001716	323	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001717	308	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001718	208	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001719	1099	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001720	331	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001721	130	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001722	228	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001723	243	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001724	128	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001725	357	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001726	122	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001727	212	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001728	1245	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001729	241	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001731	293	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001732	127	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001733	173	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001734	136	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001735	340	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001736	173	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001737	311	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001738	286	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001739	251	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001740	276	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001741	1234	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001742	260	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001743	221	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001744	364	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001745	93	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001747	226	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001748	270	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001749	193	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001750	268	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001751	2913	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001752	144	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001753	137	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001755	45	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001756	257	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001757	250	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001758	148	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001759	1057	0	0.0	NA	0	0	no_selected_author_annotation_overlap
